00E448,0
00E563,0
00E669,0
00E694,0
00E7D8,0
00EC62,0
00ED15,0
00EDB9,0
00EEEA,0
00F000,54
00F040,74
00F060,0
00F080,92
00F0C0,68
00F15A,16
00F376,17
00F433,14
00F5CD,0
00F631,50
00F680,0
00F82C,0
00FADB,0
00FBFB,16
010112,0
01014E,0
010401,0
01043F,0
01084B,0
01087A,144
0109E7,0
010AD7,109
010B0C,0
011074,0
0110CC,0
011141,41
0111C0,0
0111E0,0
01148C,0
011713,17
0119AB,16
011A2F,0
011B9B,32
011D8E,0
011E0F,0
012091,0
012169,48
012190,0
0121A0,65
012580,0
01272B,0
012DC1,0
012E20,101
0130E0,39
013159,43
01317D,0
0136A2,0
0137A1,165
01387D,142
013AEB,60
013B73,14
013D53,0
013F18,0
014042,87
0141A0,123
0141B0,0
0141D0,0
0145C2,144
014651,0
014759,0
014AED,0
014B3F,0
014B90,0
014D28,96
014F3C,16
015040,22
015080,129
015121,70
0153E3,140
0158AB,13
015B08,0
015BE4,0
015D3E,0
015D54,0
015F11,13
016011,0
016090,0
0160D0,0
016130,144
016161,125
0161A0,101
0161E0,96
016C07,69
016ED3,0
017021,25
0170A0,15
0170B1,144
0170E0,58
01735F,0
01774F,0
017863,0
017C34,32
017E3C,19
017E79,0
017E90,0
017ECB,0
018061,169
018070,0
0180A0,109
0180E0,89
0180F0,0
0181B0,0
0183A1,115
01871B,36
0187D7,10
01887B,44
0189CE,0
018A2A,11
018E23,17
019041,21
019043,0
0190E0,0
019127,0
019360,0
0193AC,0
0193B4,0
0193EB,0
019470,0
01950F,53
019703,0
0198DF,0
0198EA,0
019C62,0
019D5F,144
01A011,0
01A021,71
01A050,0
01A090,0
01A0B0,0
01A0D0,0
01A0E0,95
01A126,43
01A277,0
01A2B7,0
01A63B,0
01AA98,16
01ABEE,0
01AF19,0
01B060,13
01B101,0
01B1BE,0
01B1E4,0
01B2D8,51
01B2DF,0
01B33D,16
01B3D5,0
01B53C,0
01B54E,0
01BCE8,19
01BF32,0
01BF3A,73
01BF72,70
01BFD0,0
01C030,0
01C0A0,89
01C109,16
01C4BC,15
01C6DC,0
01C8C8,16
01C975,36
01CA2C,0
01CB5D,64
01CCC2,0
01CEDD,0
01D041,64
01D042,140
01D060,56
01D099,11
01D0A0,33
01D0B8,0
01D0E0,33
01D4D4,0
01D6CB,0
01D8C5,0
01D94F,0
01DA65,15
01DAF2,54
01DEC2,48
01DEC8,32
01DFC8,12
01E011,0
01E021,115
01E050,18
01E061,127
01E0C8,18
01E0C9,11
01E0CA,25
01E0D0,32
01E0E0,222
01E1C9,49
01E1CA,0
01E1CB,0
01E950,0
01EA55,0
01EB0A,35
01EE15,16
01EFB4,80
01F020,0
01F0A0,53
01F0E0,0
01F1CD,56
01F273,20
01F89E,0
01F9C8,0
01FB64,0
01FD5F,78
0204AB,0
02055B,77
02061B,61
02073E,16
020839,0
0209AE,0
020A13,0
020CFE,0
020DF9,18
020E07,23
020E48,0
020E64,0
020F11,147
0212BC,128
0212F4,60
021374,59
0214DF,0
0214EF,112
021948,0
021E3A,0
02207F,33
022242,35
02250F,0
022620,202
022834,0
0228EC,0
022930,0
022AE2,0
022BAA,0
022D2B,0
023ABC,60
023B67,91
023DAA,0
0243AE,0
02454E,108
0247D2,24
0247E4,55
02483B,19
024868,113
024A01,0
024DA4,0
024FB7,37
024FEF,64
025170,0
025267,0
025628,0
0256AF,40
025750,0
025A94,16
0261AB,76
0262FE,0
0264AE,0
026545,0
026677,0
026750,115
026A9C,0
026C7C,27
026DE3,0
026F56,128
027214,47
0272A3,0
02733F,0
0274BA,0
0274E2,31
0276AD,0
0277E9,0
027866,53
0279A0,0
027B82,0
027C79,0
027E4D,0
0280B6,32
028522,0
0285F6,57
0287B9,0
0289AA,89
0289EB,0
028A41,78
028EC5,112
0292F3,44
0293D4,13
029975,193
029A2B,55
029AC8,0
029C82,0
029E85,0
02A092,29
02A1A2,0
02A390,0
02A3A1,0
02A7E0,0
02A8B1,0
02A9AC,92
02AB38,0
02AB5D,0
02ACD7,14
02AD51,33
02AE5B,19
02B17D,0
02B1B4,0
02B200,0
02B24E,0
02B35C,0
02B371,0
02B436,0
02BAB7,96
02BBA0,0
02BE2C,120
02BFCD,34
02C052,122
02C221,0
02C2F2,0
02C5D6,0
02C6DE,47
02C6FC,0
02C8C0,59
02C8FA,31
02CBC3,139
02CCF5,0
02CE3A,85
02CE43,0
02CE70,80
02D229,64
02D30A,88
02D341,0
02D3C3,0
02DAF6,0
02DB56,20
02DF23,0
02DF90,37
02DFED,0
02E0C6,144
02E29B,11
02E5CB,30
02E634,0
02E6CB,0
02E8DA,35
02EA6D,0
02EB14,0
02EB92,48
02EC28,162
02F25C,0
02F3AF,80
02F6E1,0
02F89B,0
02F9FF,0
02FAB2,59
02FADA,16
02FB90,0
02FBFB,0
02FD3B,0
02FE8B,72
02FE94,0
030048,187
030522,32
030668,0
030718,0
030A1B,0
030A29,0
030A95,0
030B68,0
030D3A,0
030E6E,0
0313AC,0
031459,71
0314FE,0
031705,0
031756,121
0319ED,199
031AD1,71
0322A4,0
03240F,70
032662,0
03274B,0
032751,114
032813,0
032B24,0
032BE2,0
032C4F,0
032CA6,13
032D65,0
032EA0,0
033057,57
033466,64
0335B6,80
0336B0,0
03395E,0
0339C0,0
033B5F,0
033DA4,0
0340EA,0
0341D9,18
03442D,0
03443A,64
034485,25
034858,0
03487B,0
034902,0
034AED,0
034B03,144
034E79,0
034F87,0
035206,53
035212,29
03534F,0
0354D9,64
035501,0
0356D6,87
035753,0
035885,0
0359FB,73
03614F,20
0361ED,44
0361F9,112
0362A1,89
03630A,48
03644A,0
0364B8,179
036508,34
0365B1,0
0366E9,67
0366EB,18
03673A,127
036962,35
036981,64
036ED6,32
036F2B,0
03709A,0
037231,35
03755D,0
037AF5,12
037D93,0
037F88,21
038388,0
0383F1,0
038498,36
0384A9,0
038690,82
0387DD,80
0387F1,16
038A20,0
038B77,125
038C02,0
038C2C,96
038CB0,0
038FD6,0
0392B6,0
039447,0
039645,0
0397F4,0
0398DE,44
039A38,0
039D0F,80
039D7B,140
03A13C,96
03A3F2,0
03A411,96
03A6E8,0
03A9D5,32
03AA72,16
03AD32,100
03AD52,0
03ADD7,0
03AE54,35
03B050,29
03B0A7,0
03B26C,0
03B36A,0
03B4B2,0
03B78B,44
03B866,0
03B8A4,0
03B9CB,128
03BC98,0
03BD0A,48
03BFF0,42
03C148,0
03C203,24
03C590,0
03C674,144
03C8B4,0
03C97F,0
03CD21,0
03CEC7,0
03D1C9,0
03D6A7,196
03D970,21
03DD22,0
03DDFB,0
03DEAB,21
03E00D,91
03E19A,0
03E1AF,80
03E724,0
03E90C,0
03E9D3,193
03EA0D,0
03EAAF,30
03EC28,0
03EC81,0
03ECD8,0
03F0BD,0
03F10B,36
03F3AE,162
03F411,0
03F85A,70
03F8AE,0
03F8EA,47
03F9F4,0
03FA03,112
03FC09,53
03FC8B,39
03FCE7,0
03FD75,64
03FDD9,77
03FEAD,39
040284,0
040A17,48
040A5A,0
040C17,0
040C3C,0
040DB6,30
040FB0,0
041759,0
0417E6,0
0418C4,0
0419A4,39
041BB6,0
041C9E,0
041DE6,0
041E50,87
041FF2,15
0420CB,0
0422AC,23
0423EC,0
0425B3,50
042A4F,104
042B4C,0
042C26,0
042C59,0
042D0E,0
0434D7,158
043803,0
043AE5,0
043DBD,0
043E5E,24
043FC9,37
044063,18
0441DB,104
044271,17
044282,0
0443FF,0
044448,32
0444B6,0
044521,0
044592,0
0445FE,48
04464B,0
0446CA,19
044709,0
044B0B,0
044CEE,48
044CF8,0
044E87,0
044F96,0
0450DF,0
0452E2,32
0452F3,0
045371,0
045539,62
045603,105
0456B2,64
04598A,76
045CE0,18
045D0A,72
045D1F,136
045D36,0
045D66,0
04600E,0
0460D2,28
0461A8,144
046319,16
04633F,20
0463EF,0
046404,0
046432,0
04647B,83
0467D5,64
04684B,0
046894,0
0468DF,64
046A22,0
046A62,96
04709D,0
047562,48
04756B,0
0479EF,0
047B8C,65
047D6D,64
047E53,0
048024,0
048089,44
04819F,0
0481C2,0
0484A7,21
048659,0
0486FD,77
0487A7,16
0488C2,80
0489D2,0
048AD9,48
048C88,0
048CDF,0
048DBF,16
048EAE,16
049442,0
049490,85
0497AF,0
049BAB,67
049E29,0
049ECA,20
04A22A,49
04A288,0
04A902,0
04ACCE,0
04ADAD,108
04B03F,64
04B286,48
04B3DD,0
04B63B,112
04BA50,0
04BB3B,0
04BBDD,0
04BD95,12
04C1C5,0
04C218,0
04C43F,32
04C479,0
04C53E,42
04C595,102
04C5AF,0
04C68F,64
04C89D,0
04CAF0,0
04CD6D,132
04CE13,0
04CFF9,0
04D39A,48
04D4BA,0
04D4E4,64
04D622,0
04D782,0
04DAA1,96
04DB73,113
04DFA3,0
04E049,0
04E110,175
04E3CF,47
04E4D2,0
04E566,43
04EC92,0
04EE2A,43
04F2AC,37
04F350,42
04F475,0
04F5F9,33
04F7B6,0
04F7D1,0
04FA29,62
04FAA6,0
04FCF3,101
04FDE5,0
04FF38,0
04FF4D,131
04FFCF,0
0502BE,49
0505A1,0
05085F,0
050A36,0
050D8E,33
050E11,0
050F0F,44
05137C,0
0514CC,119
05157F,0
0515C9,0
0515CE,0
051790,0
05187E,53
051899,84
05195F,39
051CA7,0
051DD4,0
051F32,0
051FDD,67
052092,112
0521C1,0
052300,64
052B29,0
052B55,0
052B79,15
052B92,0
052C31,0
052D8A,0
053163,185
0538F5,47
053B08,0
053DF1,128
053EBF,48
053F4B,87
0543B8,74
054570,0
054B00,24
054B09,0
054C46,96
054DDE,13
055124,69
0556F9,23
055726,0
0559B3,0
055A33,0
055AA0,203
055B65,144
055C67,153
055C75,82
055D4A,48
055FD1,0
0560D2,14
0561E5,0
056575,88
0568F6,0
056BA1,93
056D19,0
056E33,0
057155,0
0573D5,0
057499,0
0578F9,0
057978,0
0582C9,32
058361,0
058803,0
0589F6,16
058CF1,0
0591BF,40
0591EA,56
0591F8,69
0596C2,0
05983E,0
059BB6,88
059C90,57
059C97,12
059DEC,0
059E9F,0
059EA0,0
059EBD,11
059F5E,0
05A2C5,0
05A3BA,0
05A5D3,29
05A6E7,0
05A72B,51
05AA2F,0
05AA3A,21
05AA56,0
05AA6F,0
05AF2A,0
05B0FE,152
05B2DE,0
05B74C,52
05B88D,32
05B90F,0
05BD27,53
05BD60,0
05BF28,0
05C2CD,29
05C5F1,0
05C63C,0
05C757,0
05C86D,154
05C8DA,135
05C9D5,0
05CAEC,23
05CB4A,0
05CE22,0
05CF8B,0
05CFB2,0
05D4BF,96
05D7A5,0
05DAFE,15
05DE5C,0
05E02E,18
05E1CF,0
05E237,215
05E33E,90
05E469,106
05E8EE,0
05E9A3,0
05EA68,36
05ED4B,0
05F14E,72
05F5DA,105
05F945,96
05FADB,0
05FB9B,16
05FC4D,0
05FD19,0
05FF42,0
06007E,0
0600C8,0
06022F,24
0603AE,0
06053B,87
0605C1,0
0607C9,14
060C67,32
060DC8,16
060F1F,154
060F5C,0
061036,0
061121,101
06135E,0
061886,0
061A9F,0
061EDC,0
061EE6,98
061F7B,139
0620FE,0
062126,0
06255C,0
0628FD,0
0629BB,0
062B1B,157
062D3B,117
062E92,0
062F08,12
063403,16
063557,0
0637FB,0
063C9A,59
063C9D,121
063CAB,64
063D99,0
063FE9,0
0643B5,36
06468D,26
064764,0
064C0C,0
064FE6,14
0651E2,0
0656BC,15
0657F4,0
06581E,0
06582E,0
065CAE,124
065E68,94
065EF6,14
0661EB,57
06621F,18
0662C5,16
0663FD,48
0665A7,0
06670A,0
0667C7,21
06698A,0
066A64,0
066C17,0
067381,41
0673FC,0
067660,18
067967,0
067BE3,81
067D66,72
067DF0,155
067F2A,0
06800E,0
068080,0
0682D7,84
0683CE,0
068859,71
06885F,0
068E35,0
068EEF,26
068F41,47
069300,0
069581,112
06958B,36
0695E8,0
0696ED,32
06999F,34
069B96,144
069C0D,49
069C6A,0
069CFB,106
069EBD,0
069F1A,10
06A0A6,34
06A3DF,0
06A413,0
06A6F3,0
06A9A2,0
06AB9D,0
06AD38,0
06ADC6,42
06B1FE,44
06B2CB,0
06B3A7,0
06B7C3,0
06BB33,0
06C085,0
06C088,0
06C424,0
06C449,0
06C47F,54
06C5A5,0
06C604,0
06C624,0
06C646,47
06C8A5,100
06CAE9,0
06CB06,0
06CB86,0
06CC2E,16
06CE66,0
06D19A,0
06D1B1,48
06D48F,52
06D57E,54
06D880,18
06DEFA,46
06DF39,0
06DFAD,0
06E0E9,0
06E139,0
06E343,0
06E5B4,82
06E670,42
06E7AA,40
06E7E7,11
06E885,28
06EBA8,0
06EE0F,14
06EEAC,128
06F011,0
06F0EF,0
06F100,21
06F28D,0
06F336,0
06F38C,0
06F5C3,0
06FA79,19
06FF7B,0
070100,22
070194,33
07034A,0
070399,0
0707C7,55
0708A3,162
0708AD,0
07097E,13
070C8A,0
070C9D,97
070E0D,0
07104C,0
0710F5,39
0711D2,31
071415,10
0716AC,48
0717B0,35
07190B,84
071A85,0
071AEC,96
071B9C,0
071CF7,0
071EFB,0
07204C,20
07242A,0
0726F3,0
072B18,0
072DDC,0
07301D,38
073897,47
0739DC,43
073B66,10
073E62,0
073FC4,82
073FDE,0
0741B6,0
0744B9,0
0746D0,0
0748CD,16
074BCB,137
074DD8,0
0750BB,0
075199,124
0753FE,0
075453,0
0756BB,57
075A1C,23
075A58,0
075A8E,80
075CE3,0
075D78,0
076502,17
076518,32
07684F,0
076864,47
07688A,0
076948,0
076B7F,0
076BF7,49
076C17,0
076DB2,40
076DE0,66
07715D,0
0771F5,0
077290,0
077343,44
077437,48
07758D,0
07780C,0
0778B2,0
0778F5,0
077C30,16
077DC4,0
077F7F,128
0782F1,0
078459,0
0785CD,0
0787AA,0
078A08,24
078A45,0
078B1C,18
078B25,27
078D13,141
078E35,15
079110,0
079122,0
079132,75
0791F2,27
07973A,27
079C60,32
079CBC,0
079CCD,48
079D31,0
079D45,0
079D69,0
079E6F,16
07A351,48
07A8CE,0
07AA74,0
07AE87,0
07B040,0
07B4A4,0
07B539,0
07B5EB,0
07B7F0,0
07B9E7,0
07BB1D,48
07BCC1,89
07BEB5,0
07BECC,0
07C186,18
07C3C1,0
07C3F2,46
07C410,0
07C636,41
07C641,0
07C704,0
07C8D6,15
07C96A,0
07CD51,0
07CE0C,0
07D111,144
07D17B,0
07D26B,89
07D342,0
07D47A,27
07D89B,0
07D926,0
07DB43,144
07DC9F,0
07DCC9,0
07E17F,48
07E60E,0
07E82B,92
07E91C,0
07EC0A,0
07EC9F,0
07ECDA,0
07ECF5,0
07F0AF,0
07F4FB,16
07F7C5,0
07F9A4,0
080040,0
080064,0
080348,144
08045E,17
0804CE,117
080BEC,113
080E16,128
08102F,0
0811DE,33
081330,0
081414,0
08149E,0
0816E5,32
0818BF,0
081A13,0
081A73,0
081DD4,0
081DE7,16
081F1F,0
082153,71
0823E3,112
082416,122
0824CA,64
082621,0
082947,0
0829BC,0
082A0F,0
082B07,33
082C5F,88
082F85,0
08302D,0
08335D,22
0835E8,0
083AD8,0
083D75,0
084179,0
084245,36
084452,0
0844FB,0
0847D0,31
08486A,0
084C04,0
084C37,0
084C64,0
084CAC,0
084DA5,0
08502B,144
085035,0
08533E,34
085580,22
085848,198
085961,35
085962,126
085984,0
085C83,54
085D59,0
08613A,118
08623F,64
0864EA,0
086618,97
0866D6,0
08673B,0
086975,0
086AD9,0
086B0D,64
086CD0,51
086D7B,87
087318,49
087559,16
087678,18
0877DA,39
0877E5,11
087B9D,0
087C67,0
087FD3,0
088073,0
088648,30
08880B,88
088B80,55
088C65,0
088E55,96
088E56,0
088EB3,41
08919A,70
089446,0
0898A3,102
089C80,215
089FE7,0
089FF7,0
08A271,64
08A728,174
08A8B0,0
08AA4B,127
08AC16,16
08AD1A,128
08B006,0
08B0DA,0
08B31F,0
08B386,0
08B43B,0
08B4D6,47
08B4F9,13
08B5F9,13
08B647,44
08B891,0
08B908,0
08B945,0
08BBBC,32
08BE67,0
08BE7F,68
08BF05,20
08C343,63
08C8AF,50
08C971,0
08C98C,94
08C98F,64
08C9B4,36
08CA02,0
08CAEE,0
08CC44,0
08CCA6,51
08CCBC,0
08CE0B,0
08CFCE,0
08D106,0
08D187,0
08D197,0
08D2D6,0
08D310,0
08D472,112
08D5A5,0
08D90D,0
08D913,128
08DA68,0
08DC28,0
08DC34,70
08DC87,0
08DE56,24
08DF25,58
08E1DB,27
08E2AE,0
08E342,24
08E6CF,0
08E7F6,36
08E83A,55
08EA21,0
08EF0D,0
08EFD1,0
08F331,71
08F4CE,0
08F4F9,0
08F712,0
08F7A9,16
08FAFA,96
08FB24,80
0900B4,14
09025B,174
0903C9,0
0905C3,0
090661,0
090696,0
0906CA,21
09084A,0
09098A,0
0909F9,0
090AE0,0
091063,29
0910A0,0
09156C,37
091828,33
091966,0
09198A,34
091E26,24
091FA2,22
09201E,29
0922D2,0
092323,80
09233D,109
09245C,0
09249B,0
09250F,53
092590,31
092B18,140
092B19,81
092C5E,53
092D9A,75
093329,23
0934A4,0
093730,0
0938B7,0
0938D1,0
093A29,21
093A56,46
093AC3,0
093B34,14
093D6D,96
093DF5,75
093E94,0
093F42,35
09454B,36
0945DA,0
094847,0
0948A5,0
094CC5,127
094D44,128
094D73,0
094EE3,0
095009,0
095350,0
0957D1,26
095884,56
095893,0
095F32,0
09666E,16
096804,69
096B34,13
096C00,68
096D1F,0
096D46,0
096D79,194
0970D9,61
0972E0,0
097315,0
0973C9,80
097464,36
0974E5,58
0975BC,128
09797B,11
097AEB,59
097DE8,0
097E8F,0
09803F,25
0980C8,138
09828D,144
0983EE,107
098415,0
098440,0
09896C,21
098A48,0
098AD4,10
098AEC,0
098D9C,72
098E2F,0
0990E1,42
099199,67
0995B2,0
099666,0
099669,0
099AD7,32
099D64,0
099FFF,0
09A166,0
09A64F,148
09A757,21
09A78F,30
09AA46,39
09AC69,0
09ACC3,20
09AFA8,0
09AFF9,54
09B0AA,82
09B346,78
09B4DF,0
09B606,0
09B7AF,173
09BB96,129
09BCF6,89
09BD45,93
09BD9A,0
09BDB5,0
09BEF7,0
09BF53,0
09C02E,0
09C664,15
09C878,0
09C8CB,0
09C8F4,0
09CCBB,37
09D527,17
09D5DB,0
09D625,0
09D644,64
09DB72,0
09DC04,96
09E013,0
09E2F7,0
09E374,0
09E54A,0
09E796,0
09E7C8,12
09E90D,96
09EC2E,28
09EC6F,0
09EC79,144
09F0CE,23
09F8D1,27
09FA5C,0
09FC06,12
09FFED,0
0A00AC,29
0A0213,0
0A0222,0
0A0235,0
0A05FF,22
0A06A1,16
0A077E,43
0A09B9,70
0A0AC6,0
0A0B8D,0
0A0C7F,0
0A0CBB,0
0A0D9C,107
0A0F65,16
0A10AF,0
0A111D,0
0A15CB,0
0A1A28,21
0A1B1F,28
0A1C72,0
0A1D52,38
0A1FF9,0
0A2195,48
0A2203,0
0A2277,26
0A244B,37
0A298F,0
0A2BF1,0
0A2CCF,0
0A308E,0
0A34C2,37
0A38AF,43
0A398E,0
0A39A1,0
0A39FA,0
0A3CB6,0
0A3F4D,0
0A4375,37
0A43D0,45
0A43E7,18
0A481B,0
0A48BB,38
0A4927,0
0A4987,32
0A49A7,0
0A49C7,64
0A4A4C,0
0A4B09,0
0A4C7A,48
0A5153,0
0A5171,13
0A517B,0
0A51AC,64
0A5203,54
0A5274,0
0A536E,31
0A5700,128
0A5735,0
0A58C9,0
0A596B,0
0A5CA3,0
0A6115,0
0A645C,44
0A6682,165
0A681D,0
0A68E0,64
0A69A9,201
0A6F02,16
0A7250,0
0A7262,0
0A7566,0
0A75E4,0
0A75FF,0
0A78C3,27
0A79A0,52
0A7A8A,53
0A7AE7,0
0A7C4F,15
0A7E84,0
0A8174,0
0A8175,0
0A8234,0
0A84C8,33
0A8650,0
0A88D7,0
0A89D7,130
0A8ABF,0
0A8D89,0
0A91BF,81
0A925F,0
0A9415,82
0A94C6,0
0A9659,0
0A9836,0
0A9917,16
0A9BFA,0
0A9C71,16
0A9CF3,0
0A9E2B,130
0A9EBC,0
0A9EF9,0
0AA01A,57
0AA399,31
0AA539,0
0AAAAC,96
0AAB43,0
0AAB61,0
0AABD3,82
0AB49F,0
0AB6F0,0
0ABE32,0
0AC4E5,197
0AC82E,0
0AC8FA,25
0AC914,0
0ACC2C,47
0ACC6B,0
0ACF83,0
0AD269,0
0AD3C1,10
0AD7A5,96
0AD9CC,0
0AD9DF,96
0ADA39,64
0AE41D,0
0AE42E,64
0AE4D2,0
0AE57A,74
0AE686,104
0AE6B0,0
0AE75F,95
0AE7BF,64
0AE895,0
0AEB68,61
0AEDE7,0
0AEE78,17
0AEF31,0
0AF217,0
0AF425,0
0AF6C3,0
0AF8FD,11
0AF925,0
0AF9FB,0
0AFB25,0
0AFE38,0
0AFF49,0
0B01D0,25
0B03B1,29
0B0598,0
0B05AC,0
0B06EA,0
0B083B,35
0B0901,0
0B09E1,29
0B0AE8,0
0B0B5B,0
0B0C63,32
0B0C75,11
0B0C98,163
0B0DBA,70
0B0E9E,0
0B0F3C,0
0B10DD,43
0B12FC,0
0B1422,0
0B160B,32
0B16CD,0
0B1757,173
0B1976,41
0B1B80,0
0B1E97,63
0B1EE1,0
0B1F9F,0
0B215E,0
0B249E,149
0B24B7,0
0B290E,44
0B2E88,0
0B2E9A,48
0B3072,32
0B3385,128
0B35A0,172
0B3790,0
0B39E0,65
0B39F5,0
0B3B43,100
0B3F71,14
0B3FB6,0
0B40B9,52
0B464F,0
0B471A,48
0B4734,96
0B484F,178
0B48F9,139
0B4908,0
0B4DFD,0
0B4EC1,0
0B50B4,48
0B50CD,0
0B51E5,130
0B52CC,0
0B53FA,38
0B558A,0
0B5759,57
0B5DDB,0
0B6271,0
0B6577,133
0B6737,0
0B6ACE,144
0B6D01,40
0B6E85,74
0B7098,107
0B709E,0
0B7112,12
0B7201,45
0B7215,21
0B737C,0
0B74ED,118
0B75A6,0
0B75AA,0
0B769F,27
0B77C3,111
0B77F4,0
0B7B06,19
0B820F,0
0B832C,29
0B8443,31
0B876A,112
0B8A12,0
0B8B6F,0
0B8C5D,0
0B8CF8,38
0B8E3C,0
0B8E9E,25
0B904B,0
0B905D,0
0B9150,37
0B93F6,131
0B94E3,64
0B95AB,0
0B96E1,0
0B9764,0
0B9901,74
0B9A27,0
0B9B4F,82
0B9B88,36
0B9B89,0
0B9BAA,145
0B9BBE,20
0BA388,0
0BA549,0
0BA694,42
0BA931,0
0BAB3C,0
0BABA7,35
0BAC2D,0
0BAC41,128
0BAD6F,32
0BAE1A,173
0BAF8C,0
0BB1FD,0
0BB3A0,32
0BB5E2,16
0BB61B,28
0BB7BA,64
0BB82F,0
0BB972,73
0BB9B5,0
0BBA97,51
0BBD77,20
0BC088,16
0BC60B,0
0BC8C1,0
0BC9A5,56
0BC9F0,0
0BCB7E,0
0BCE33,0
0BD15E,0
0BD446,0
0BD4F3,65
0BD5EA,38
0BD6EC,57
0BD6F5,0
0BD7B1,0
0BD882,0
0BD921,0
0BDB4D,14
0BDB8B,0
0BDBDA,37
0BDBE6,0
0BDCFA,17
0BDD2C,0
0BE32E,16
0BE805,16
0BEA6E,0
0BEB19,35
0BEBF2,22
0BEC9D,0
0BEE23,0
0BEE44,0
0BF1EE,20
0BF523,0
0BF948,0
0BFD7B,32
0BFE68,32
0BFED1,0
0C018D,0
0C0895,12
0C0AE5,37
0C0B91,55
0C0C08,76
0C0CCC,16
0C11FE,0
0C1436,0
0C1465,55
0C14D1,0
0C1520,13
0C165C,0
0C1683,0
0C16D5,12
0C18E0,0
0C1A5B,64
0C1A92,15
0C1BE5,0
0C1CF9,116
0C1D7F,70
0C1D81,85
0C1F28,52
0C1FE4,48
0C21B6,11
0C2257,14
0C24AD,0
0C25D9,69
0C2B43,0
0C2C81,0
0C2EAC,16
0C2F5E,16
0C324C,48
0C3495,0
0C34F7,0
0C3790,0
0C3BE5,0
0C3DF6,0
0C3FAC,57
0C408A,0
0C4124,65
0C42E2,0
0C478F,0
0C4936,0
0C4C55,0
0C4D39,104
0C4D4C,27
0C50AB,0
0C517C,0
0C5436,0
0C544E,0
0C5C65,0
0C5EBE,0
0C5F95,86
0C5FD4,14
0C5FF1,45
0C60A8,48
0C6194,0
0C61A7,0
0C61FB,0
0C61FE,125
0C63E4,0
0C64AC,32
0C6598,0
0C662E,0
0C669D,0
0C6712,20
0C6867,0
0C69BC,0
0C69F3,14
0C6AE4,0
0C6CB1,128
0C6D43,85
0C6FD7,26
0C7124,0
0C73A7,0
0C7820,0
0C79C5,0
0C7E0C,0
0C80CA,71
0C80D5,0
0C82AB,30
0C8377,0
0C8466,0
0C88B1,0
0C8979,0
0C8C1E,26
0C8D77,35
0C8DC8,0
0C8E72,0
0C8FC6,0
0C941C,21
0C947B,144
0C97C7,27
0C9866,0
0C98CD,0
0C9A39,0
0C9C74,22
0C9C8D,0
0C9F79,0
0CA02F,0
0CA064,0
0CA133,209
0CA414,0
0CA605,19
0CA694,0
0CA6B2,48
0CA988,0
0CAC54,0
0CAEA7,159
